posting_id,company_name,company_sector,company_type,role_title,location,minimum_qualification,required_skills,positions_available,duration_months,stipend_amount,one_time_grant,work_mode,application_deadline,job_description,eligibility_criteria
72,ICICI BANK LIMITED,Banking & Financial Services,Private,Banking Operations Intern,Nashik,Graduate,"['Banking', 'Customer Service', 'Excel']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Banking Operations Intern at ICICI BANK LIMITED located in Nashik. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Banking, Customer Service preferred."
73,ICICI BANK LIMITED,Banking & Financial Services,Private,Digital Banking Intern,Chennai,Graduate,"['Digital Banking', 'Technology', 'Innovation']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Banking Intern at ICICI BANK LIMITED located in Chennai. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Digital Banking, Technology preferred."
74,ICICI BANK LIMITED,Banking & Financial Services,Private,Digital Banking Intern,Bhopal,Graduate,"['Digital Banking', 'Technology', 'Innovation']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Banking Intern at ICICI BANK LIMITED located in Bhopal. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Digital Banking, Technology preferred."
75,ICICI BANK LIMITED,Banking & Financial Services,Private,Digital Banking Intern,Gwalior,Graduate,"['Digital Banking', 'Technology', 'Innovation']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Banking Intern at ICICI BANK LIMITED located in Gwalior. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Digital Banking, Technology preferred."
76,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Operations Intern,Chennai,Diploma,"['Operations', 'Maintenance', 'Safety']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Chennai. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Diploma qualification required. Skills in Operations, Maintenance preferred."
77,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Operations Intern,Nagpur,Diploma,"['Operations', 'Maintenance', 'Safety']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Nagpur. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Diploma qualification required. Skills in Operations, Maintenance preferred."
78,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Operations Intern,Indore,Diploma,"['Operations', 'Maintenance', 'Safety']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Indore. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Diploma qualification required. Skills in Operations, Maintenance preferred."
79,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Maintenance Intern,Patna,ITI,"['Mechanical', 'Electrical', 'Maintenance']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Patna. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum ITI qualification required. Skills in Mechanical, Electrical preferred."
80,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Maintenance Intern,Agra,ITI,"['Mechanical', 'Electrical', 'Maintenance']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Agra. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum ITI qualification required. Skills in Mechanical, Electrical preferred."
81,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Maintenance Intern,Kolkata,ITI,"['Mechanical', 'Electrical', 'Maintenance']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Kolkata. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum ITI qualification required. Skills in Mechanical, Electrical preferred."
82,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Instrumentation Intern,Jaipur,Diploma,"['Instrumentation', 'Control Systems', 'Electronics']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Instrumentation Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Jaipur. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Diploma qualification required. Skills in Instrumentation, Control Systems preferred."
83,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Instrumentation Intern,Vadodara,Diploma,"['Instrumentation', 'Control Systems', 'Electronics']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Instrumentation Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Vadodara. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Diploma qualification required. Skills in Instrumentation, Control Systems preferred."
84,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Environmental Engineer Intern,Bhopal,Graduate,"['Environmental', 'Compliance', 'Sustainability']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Environmental Engineer Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Bhopal. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Environmental, Compliance preferred."
85,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Environmental Engineer Intern,Gwalior,Graduate,"['Environmental', 'Compliance', 'Sustainability']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Environmental Engineer Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Gwalior. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Environmental, Compliance preferred."
86,POWER GRID CORPORATION OF INDIA LIMITED,Oil Gas & Energy,PSU,Environmental Engineer Intern,Kolkata,Graduate,"['Environmental', 'Compliance', 'Sustainability']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Environmental Engineer Intern at POWER GRID CORPORATION OF INDIA LIMITED located in Kolkata. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Environmental, Compliance preferred."
87,WIPRO LIMITED,IT & Software Development,Private,Web Developer Intern,Kota,Graduate,"['HTML', 'CSS', 'JavaScript']",14,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at WIPRO LIMITED located in Kota. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
88,WIPRO LIMITED,IT & Software Development,Private,Web Developer Intern,Thane,Graduate,"['HTML', 'CSS', 'JavaScript']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at WIPRO LIMITED located in Thane. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
89,WIPRO LIMITED,IT & Software Development,Private,Web Developer Intern,Aurangabad,Graduate,"['HTML', 'CSS', 'JavaScript']",7,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at WIPRO LIMITED located in Aurangabad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
90,WIPRO LIMITED,IT & Software Development,Private,AI/ML Intern,Kanpur,Graduate,"['Machine Learning', 'Python', 'TensorFlow']",10,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in AI/ML Intern at WIPRO LIMITED located in Kanpur. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Machine Learning, Python preferred."
91,WIPRO LIMITED,IT & Software Development,Private,AI/ML Intern,Agra,Graduate,"['Machine Learning', 'Python', 'TensorFlow']",11,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in AI/ML Intern at WIPRO LIMITED located in Agra. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Machine Learning, Python preferred."
92,WIPRO LIMITED,IT & Software Development,Private,AI/ML Intern,Chandigarh,Graduate,"['Machine Learning', 'Python', 'TensorFlow']",12,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in AI/ML Intern at WIPRO LIMITED located in Chandigarh. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Machine Learning, Python preferred."
93,WIPRO LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Howrah,Graduate,"['Android', 'iOS', 'React Native']",7,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at WIPRO LIMITED located in Howrah. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
94,WIPRO LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Vasai-Virar,Graduate,"['Android', 'iOS', 'React Native']",13,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at WIPRO LIMITED located in Vasai-Virar. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
95,WIPRO LIMITED,IT & Software Development,Private,Data Analyst Intern,Jaipur,Graduate,"['Excel', 'SQL', 'Python']",9,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at WIPRO LIMITED located in Jaipur. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
96,WIPRO LIMITED,IT & Software Development,Private,Data Analyst Intern,Vasai-Virar,Graduate,"['Excel', 'SQL', 'Python']",13,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at WIPRO LIMITED located in Vasai-Virar. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
97,WIPRO LIMITED,IT & Software Development,Private,Data Analyst Intern,Bangalore,Graduate,"['Excel', 'SQL', 'Python']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at WIPRO LIMITED located in Bangalore. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
98,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,Data Analyst Intern,Delhi,Graduate,"['Excel', 'SQL', 'Python']",12,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at HCL TECHNOLOGIES LIMITED located in Delhi. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
99,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,Data Analyst Intern,Ahmedabad,Graduate,"['Excel', 'SQL', 'Python']",13,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at HCL TECHNOLOGIES LIMITED located in Ahmedabad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
100,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,DevOps Intern,Chandigarh,Graduate,"['Docker', 'Kubernetes', 'AWS']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in DevOps Intern at HCL TECHNOLOGIES LIMITED located in Chandigarh. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Docker, Kubernetes preferred."
101,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,DevOps Intern,Bhopal,Graduate,"['Docker', 'Kubernetes', 'AWS']",4,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in DevOps Intern at HCL TECHNOLOGIES LIMITED located in Bhopal. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Docker, Kubernetes preferred."
102,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,DevOps Intern,Ghaziabad,Graduate,"['Docker', 'Kubernetes', 'AWS']",11,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in DevOps Intern at HCL TECHNOLOGIES LIMITED located in Ghaziabad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Docker, Kubernetes preferred."
103,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,Quality Assurance Intern,Kanpur,Graduate,"['Testing', 'Selenium', 'Manual Testing']",5,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Quality Assurance Intern at HCL TECHNOLOGIES LIMITED located in Kanpur. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Testing, Selenium preferred."
104,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,Web Developer Intern,Pune,Graduate,"['HTML', 'CSS', 'JavaScript']",13,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at HCL TECHNOLOGIES LIMITED located in Pune. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
105,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,Web Developer Intern,Hyderabad,Graduate,"['HTML', 'CSS', 'JavaScript']",11,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at HCL TECHNOLOGIES LIMITED located in Hyderabad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
106,HCL TECHNOLOGIES LIMITED,IT & Software Development,Private,Web Developer Intern,Nashik,Graduate,"['HTML', 'CSS', 'JavaScript']",3,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at HCL TECHNOLOGIES LIMITED located in Nashik. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
107,MARUTI SUZUKI INDIA LIMITED,Automotive,Private,Marketing Intern,Dhanbad,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at MARUTI SUZUKI INDIA LIMITED located in Dhanbad. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
108,MARUTI SUZUKI INDIA LIMITED,Automotive,Private,Marketing Intern,Madurai,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at MARUTI SUZUKI INDIA LIMITED located in Madurai. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
109,MARUTI SUZUKI INDIA LIMITED,Automotive,Private,Production Engineer Intern,Dhanbad,Graduate,"['Production', 'Manufacturing', 'Lean']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at MARUTI SUZUKI INDIA LIMITED located in Dhanbad. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
110,MARUTI SUZUKI INDIA LIMITED,Automotive,Private,EV Technology Intern,Jabalpur,Graduate,"['Electric Vehicles', 'Battery Technology', 'Electronics']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in EV Technology Intern at MARUTI SUZUKI INDIA LIMITED located in Jabalpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Electric Vehicles, Battery Technology preferred."
111,MARUTI SUZUKI INDIA LIMITED,Automotive,Private,Assembly Line Intern,Bhopal,ITI,"['Assembly', 'Manufacturing', 'Quality']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Assembly Line Intern at MARUTI SUZUKI INDIA LIMITED located in Bhopal. Gain hands-on experience in Automotive sector.,"Minimum ITI qualification required. Skills in Assembly, Manufacturing preferred."
112,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Marketing Intern,Ludhiana,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at HINDUSTAN UNILEVER LIMITED located in Ludhiana. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
113,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Operations Intern,Srinagar,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at HINDUSTAN UNILEVER LIMITED located in Srinagar. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
114,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Operations Intern,Chennai,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at HINDUSTAN UNILEVER LIMITED located in Chennai. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
115,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Operations Intern,Faridabad,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at HINDUSTAN UNILEVER LIMITED located in Faridabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
116,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Quality Assurance Intern,Kota,Graduate,"['Quality Assurance', 'Testing', 'Standards']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Assurance Intern at HINDUSTAN UNILEVER LIMITED located in Kota. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Quality Assurance, Testing preferred."
117,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Quality Assurance Intern,Jodhpur,Graduate,"['Quality Assurance', 'Testing', 'Standards']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Assurance Intern at HINDUSTAN UNILEVER LIMITED located in Jodhpur. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Quality Assurance, Testing preferred."
118,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Quality Assurance Intern,Hyderabad,Graduate,"['Quality Assurance', 'Testing', 'Standards']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Assurance Intern at HINDUSTAN UNILEVER LIMITED located in Hyderabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Quality Assurance, Testing preferred."
119,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Brand Management Intern,Ghaziabad,Graduate,"['Brand Management', 'Marketing', 'Strategy']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at HINDUSTAN UNILEVER LIMITED located in Ghaziabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
120,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Brand Management Intern,Pimpri-Chinchwad,Graduate,"['Brand Management', 'Marketing', 'Strategy']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at HINDUSTAN UNILEVER LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
121,HINDUSTAN UNILEVER LIMITED,FMCG,Private,Brand Management Intern,Vasai-Virar,Graduate,"['Brand Management', 'Marketing', 'Strategy']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at HINDUSTAN UNILEVER LIMITED located in Vasai-Virar. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
122,AXIS BANK LIMITED,Banking & Financial Services,Private,Digital Banking Intern,Madurai,Graduate,"['Digital Banking', 'Technology', 'Innovation']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Banking Intern at AXIS BANK LIMITED located in Madurai. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Digital Banking, Technology preferred."
123,AXIS BANK LIMITED,Banking & Financial Services,Private,Digital Banking Intern,Indore,Graduate,"['Digital Banking', 'Technology', 'Innovation']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Banking Intern at AXIS BANK LIMITED located in Indore. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Digital Banking, Technology preferred."
124,AXIS BANK LIMITED,Banking & Financial Services,Private,Digital Banking Intern,Rajkot,Graduate,"['Digital Banking', 'Technology', 'Innovation']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Banking Intern at AXIS BANK LIMITED located in Rajkot. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Digital Banking, Technology preferred."
125,AXIS BANK LIMITED,Banking & Financial Services,Private,Loan Processing Intern,Raipur,Graduate,"['Loan Processing', 'Documentation', 'Verification']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Loan Processing Intern at AXIS BANK LIMITED located in Raipur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Loan Processing, Documentation preferred."
126,AXIS BANK LIMITED,Banking & Financial Services,Private,Customer Service Intern,Jodhpur,12th,"['Communication', 'Customer Service', 'Banking']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Customer Service Intern at AXIS BANK LIMITED located in Jodhpur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum 12th qualification required. Skills in Communication, Customer Service preferred."
127,AXIS BANK LIMITED,Banking & Financial Services,Private,Customer Service Intern,Kalyan-Dombivali,12th,"['Communication', 'Customer Service', 'Banking']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Customer Service Intern at AXIS BANK LIMITED located in Kalyan-Dombivali. Gain hands-on experience in Banking & Financial Services sector.,"Minimum 12th qualification required. Skills in Communication, Customer Service preferred."
128,AXIS BANK LIMITED,Banking & Financial Services,Private,Treasury Operations Intern,Kalyan-Dombivali,Graduate,"['Treasury', 'Cash Management', 'Excel']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Treasury Operations Intern at AXIS BANK LIMITED located in Kalyan-Dombivali. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Treasury, Cash Management preferred."
129,AXIS BANK LIMITED,Banking & Financial Services,Private,Treasury Operations Intern,Ahmedabad,Graduate,"['Treasury', 'Cash Management', 'Excel']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Treasury Operations Intern at AXIS BANK LIMITED located in Ahmedabad. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Treasury, Cash Management preferred."
130,AXIS BANK LIMITED,Banking & Financial Services,Private,Treasury Operations Intern,Patna,Graduate,"['Treasury', 'Cash Management', 'Excel']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Treasury Operations Intern at AXIS BANK LIMITED located in Patna. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Treasury, Cash Management preferred."
131,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Process Engineer Intern,Vadodara,Graduate,"['Process Engineering', 'Chemical Engineering', 'Safety']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Process Engineer Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Vadodara. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Process Engineering, Chemical Engineering preferred."
132,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Process Engineer Intern,Bhopal,Graduate,"['Process Engineering', 'Chemical Engineering', 'Safety']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Process Engineer Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Bhopal. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Process Engineering, Chemical Engineering preferred."
133,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Project Management Intern,Indore,Graduate,"['Project Management', 'Planning', 'Coordination']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Project Management Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Indore. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Project Management, Planning preferred."
134,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Project Management Intern,Ahmedabad,Graduate,"['Project Management', 'Planning', 'Coordination']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Project Management Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Ahmedabad. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Project Management, Planning preferred."
135,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Safety Officer Intern,Kanpur,Graduate,"['Safety Management', 'HSE', 'Compliance']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Safety Officer Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Kanpur. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Safety Management, HSE preferred."
136,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Safety Officer Intern,Kota,Graduate,"['Safety Management', 'HSE', 'Compliance']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Safety Officer Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Kota. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Safety Management, HSE preferred."
137,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Safety Officer Intern,Madurai,Graduate,"['Safety Management', 'HSE', 'Compliance']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Safety Officer Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Madurai. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Graduate qualification required. Skills in Safety Management, HSE preferred."
138,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Production Intern,Pimpri-Chinchwad,Diploma,"['Production', 'Operations', 'Process Control']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Diploma qualification required. Skills in Production, Operations preferred."
139,HINDUSTAN PETROLEUM CORPORATION LIMITED,Oil Gas & Energy,PSU,Production Intern,Varanasi,Diploma,"['Production', 'Operations', 'Process Control']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Intern at HINDUSTAN PETROLEUM CORPORATION LIMITED located in Varanasi. Gain hands-on experience in Oil Gas & Energy sector.,"Minimum Diploma qualification required. Skills in Production, Operations preferred."
140,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Financial Analyst Intern,Jabalpur,Graduate,"['Financial Analysis', 'Excel', 'Bloomberg']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Financial Analyst Intern at BAJAJ FINANCE LIMITED located in Jabalpur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Financial Analysis, Excel preferred."
141,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Financial Analyst Intern,Howrah,Graduate,"['Financial Analysis', 'Excel', 'Bloomberg']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Financial Analyst Intern at BAJAJ FINANCE LIMITED located in Howrah. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Financial Analysis, Excel preferred."
142,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Financial Analyst Intern,Kolkata,Graduate,"['Financial Analysis', 'Excel', 'Bloomberg']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Financial Analyst Intern at BAJAJ FINANCE LIMITED located in Kolkata. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Financial Analysis, Excel preferred."
